2,很好玩，也超級爆汗.但是我有幾個問題1.用了iphone手機玩很流暢但是再用安卓玩時 感覺有點延遲 不知道為什麼。2.玩踢腳的遊戲 有些部分都不會感應到 有點可惜。3.希望有更多遊戲，多多更新 。#比較重要的還是希望安卓的流暢度可以跟ios一樣 不然還以為自己安卓的鏡頭很爛。（希望能被看到此評論
2,非常好，而且係免費，音樂運動遊戲非常好玩，除全身性運動， 可以加入腰部，頸部或針對身體某部位運動；多人運動模式及聯網模式有趣。就算收費，只要有新遊戲或競技，我都會支持。支持研發人員做出更好遊戲
2,感謝開發人員做如此棒的遊戲，希望可以調整其靈敏度的設置（音樂揮手那個） 此外你們無私的奉獻讓人非常感動。 就算你們真的沒打算營收，也希望你們開放一個讓人主動點廣告的地方或捐獻1美元、5美元的地方，讓想支持你們或感謝你們的玩家獻上一點點心意 未來連接藍牙支援手把當做類似switch把手重力感應也是有可能的 Ps. lag正常者手機要求大概要870以上的
2,蠻有意思的，可惜試玩了一下手機的效能感覺跟不上（畫面Lag)，這應該算是硬體軟體限制，蠻難解決也有點可惜的地方。
2,有趣好玩，玩游戏同时还可以运动，连接电视机的体验感真的好棒，如果能持续更新不同种类的小游戏会更好，不过不能玩久因为手机容易发热
2,很好玩，非常適合小孩停課在家，讓小孩可以一邊活動一邊玩。比任何線上遊戲還有意義。
2,身為一個想要運動健身環來運動卻沒有遊戲機子的我，很高興在商店看到這個遊戲，玩法簡易，輕鬆好玩，而且很飆汗，我已經好幾年沒感受過這滿頭大汗的感覺了，非常推薦啊～
2,非常有趣的遊戲，無廣告，介面也很清晰有趣，如果主控畫面如果可以支援手柄遙控會更方便
0,那個兔仔跳，我根本沒有動！他自動幫我跳， 往上跳也不錯，但是他是左右搖動！！！直至到他落到最底！！！！！！！ 只是這個遊戲我不喜歡，我是非常不喜歡這個兔仔跳！！！！！   
2,"整體遊戲體驗ok,會出汗，可是用手機會有延遲，還有像我，家比較小的人，根本很多遊戲不能玩，像bunny hop,我怎麼跳怎麼跑都不行，不過推薦ipad玩家。希望加入更多遊戲"
2,雖然體感沒有像是switch那麼流暢，但很多免費的遊戲，還沒有廣告，很適合闔家玩耍，簡直佛心來的開發團隊。
2,推爆，好玩又有運動到，尤其喜歡節奏音樂遊戲（接電視超讚），希望可以有更多歌曲 意見部分 安卓版明顯流暢度與判定較ios版差 應該是優化問題，期待改善 這app沒廣告又沒內購 懷疑是…… 介意的可以戴口罩在綠幕前面玩
2,1)請加多些遊戲種類(現在較多跳躍)。 2)Bunny hop game有多些不同畫面，希望有有趣味些。
2,請問怎麼好久沒更新了？小朋友很愛玩，但是連歌曲都沒有新的，現在都不太想玩了.
1,很不錯，可惜我測試小米8跟asus zf5延遲很多次，rog則好一點，但還是會延遲影響體驗
2,小朋友玩得很開心，不愁困在家中。可加入多點不同的小遊戲，即使收錢都會買。
0,有些遊戲不能玩為什麼給我跟合理的理由快點   我還以為兔子的玩不到而已沒想到我按別遊戲的什麼都不行
2,極度推薦～好玩又有創意的遊戲，音樂部份的遊戲希望能夠增加更多選擇。
0,你們的動作描述很不正確， 說腳踢但係淨係得用手， 和打地鼠2人的遊戲配對不了，
2,非常好玩的遊戲！不過，希望能在apple tv以及android tv上玩。
1,遊戲的確好玩，好適合一家大細暢玩，真喺玩到出晒汗，奈何有啲遊戲感應反應唔喺咁好，好易detach唔到，我用緊嘅喺Samsung A31
2,請問rog 5有爛到不能玩嗎... 超級卡@@ 然後對焦有些不容易
2,很喜歡這遊戲的創意，希望可以增加多點運動類小遊戲、朋友系統等。另外，建議適量地增添少量付費元素，讓玩家支持一下這遊戲長遠發展下去。
0,這遊戲的流暢度遲緩 音質聽起來爛爛的
2,好玩又能運動，全家一起動起來
2,給小朋友消耗體力的好遊戲
2,非常好玩，有種玩kinect既感覺，加油
1,有些遊戲未能detect到正確位置
2,好玩好玩，謝謝這款遊戲，讓我有動到
2,幾好玩 強烈建議增加乒乓球 拳擊可以對戰
2,很棒的軟體。希望音樂那個也有遊戲也有影片記錄功能
2,有中文版本 而且增加許多遊戲 自玩跟朋友玩都不錯 手機打開就可以。
2,好玩！爆汗！有趣味！類型應有盡有，可惜於superhits的歌曲太小及太容易，如果有更多的話真的玩一整星期都不會厭倦！
1,"三星的原因是創意, 這個在市場上真的是很稀缺的東西。不過遊戲感覺有些不穩定, 不知道是我設備問題還有其他的問題, 官方如果重視的話改善一下, 我看好這app, 未來希望能成為眾人的日常"
2,很好玩，期待更新
2,好玩又可運動
2,好玩也真的會流汗，希望遊戲項目可以多點選擇 要改進的地方1. 掃描有點慢，但還可以接受 2.希望可以有暫停鍵 3.太耗電了，謝謝
2,這款非常好玩，尤其是裡面的superhits，但希望以後更新能新增更多的音樂，這樣可玩性會更佳，期待之後的更新！
2,好玩又好笑
0,開都開唔到個app
0,玩完後我的手機會很熱!
2,好玩！冇廣告 
0,我明明有跳但它沒有計分!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2,太好玩了！
2,還很好玩，而且是免費
2,非常正!真會做到有帶氧的遊戲運動
1,很好的設計，但是好像很卡，玩一次按replay就會無限轉圈，必須關掉app重開，不曉得是不是我手機太爛
2,很刺激，建議增加多人對戰/打boss的體感遊戲，期待電視及電腦版，加油！
2,是的。真的有個好的體驗~~ 推薦玩
2,超好玩，又能運動
2,真的會流汗，鍛鍊體力，可惜的是遊戲有點少，希望安卓版可以更新，並且增加
0,人進去了卻根本沒反應，遊戲還沒開始，電量卻消耗奇快，我開視訊也沒用這麽快，然後它還要求相機權限，言盡於此了，自己小心。
2,好玩是好玩，但希望人體偵測的範圍可以再擴大一點、可以再增加新玩法
2,很好玩，但如果投影去電視時可以啟用後相機去使用超廣角鏡頭的話可能會更好玩
2,真的是完全免費，第一次5星就給你了，希望可以出跟籃球有關的遊戲。
2,蠻有趣的，但希望不要手才剛碰玩就跳出新的來，導致影響到分數
2,這真的好棒喔，而且標榜免費是真的完全免費，第一次有這麼想給五顆星的遊戲  
1,有時候，會因過熱，整個當機 但他也可以離線完還可以！
2,我有運動到，這不但可以運動，還很好玩，簡直是一舉兩得。
2,可以玩，但是很耗電，而且遊戲有點少。
0,掃描掃超久，然後又掃描失敗，到底能不能玩啊！
2,連線不是太穩定，畫面有點跑不出來
2,遊戲太少，能增加會更棒，加油辛苦了~
0,點進去遊戲相機啟動後就當機了，無法使用
2,可以在家中做運動
2,不錯的運動軟體 有運動到 會分享給朋友 值得推薦下載
2,實在太好玩了
2,有趣的運動
2,非常好玩，希望能出多點模式
0,原本的運動怎麼都不見了，大扣分
2,"真的很棒,會流汗也會喘,只是項目有點少"
2,超好玩 ，希望可以加入Flash Feet的那個遊戲  。
2,安卓遊戲也太少了吧！少一顆星就是希望遊戲可以多一點
2,終於有安坐版 雖然有點來不及  但能運動就好玩
0,只有6個遊戲沒有像網上一樣有足球守門員和很像俄羅斯方塊°
2,玩起來不會卡 很順， 自OnePlus
2,用心的一個佛心軟體，真的謝謝整個設計團隊
0,掃咗好耐，都掃唔到， 嘥時間！放棄。
2,好玩！但遊戲種類太少～
1,HTC跟OPPO的手機都不能玩，只能下載
2,好玩，但是手機會發燙
2,身障朋友也可以玩，讚讚
2,這遊戲很特別！我和同學也玩得很快樂呢！(≧▽≦)
2,好玩又是個運動 很喜歡
0,超爛，我已經全身在裡面，都跟他一樣了，解果都不行，讓我超氣。
2,很好玩，希望有更多遊戲
2,起好玩，還可以親子！
2,有趣的app，很適合在家動一動
2,好玩，也可以運動 
2,很好玩 每次運動都汗流浹背
0,其中有2關根本沒有東西顯示
2,好玩有趣但關卡少
0,呢個game令我拗親隻腳， 去咗睇跌打
2,純粹是此次叔叔尤其是企業親戚其實我也期望數十萬完全無腥味我想我希望下次去粗氣企業七七七一起去在一起親自請自行武器齊齊一起騎騎騎在七期其實在獅子座親自全球五千萬下午前往期望數十萬七七七一起去五千萬千萬千萬千萬千萬要七千萬千萬千萬請千萬千萬完全完全由企業嘻嘻嘻嘻希望下次想請問您希望我希望期望數十萬完全企鵝千萬千萬千萬稍稍惡趣企鵝企鵝叔叔萬事萬物質疑她也因此我齊齊希望下次想此次希望希望希望吸引嘻嘻嘻嘻完全微微彎曲為我哭泣企鵝全額喔七七七武器齊齊我完全未
0,連退出app鍵都沒有
2,我希望可以玩到新版 ！
2,希望可以跟ios的模式一樣
0,烂，不是什么电话都可以玩
2,超棒，以為是騙人的，沒想到我上癮了
2,適合現在疫情 
2,真的累 有動到
0,真的爛不能玩
0,掃描都掃不到欸
2,非常適合家庭娛樂活動
1,沒有開合跳那款遊戲
0,iPad 不能使用
2,有趣又好玩
1,下載好慢
1,影片要怎麼刪除阿！求解？？？
0,只能下載不能玩
2,他的打地鼠最好玩
0,根本打不開
2,連續坐三個禮拜會瘦 
2,給娃放电好遊戲
0,爛！！延遲超嚴重   
2,太好玩了
2,妹妹也玩了5星   
2,就免費這點 值得五星
2,很好玩啊～
0,色彩在全省商業區武器失業救濟奇蹟一起祈求奇蹟遺跡
2,好好玩
0,too bad so bad
0,I cannot download app because App cannot be applicable to my device. My device is Samsung Galaxy Tab A7 with Android 11. What is the problem?
2,動起来！
2,好可愛
2,好玩！
2,真的好玩    
2,好玩
2,不錯
2,好玩
2,This game has so many mini games and they are very fun
0,Very bad Omg
2,很好
2,Good
2,不錯
2,好好玩啊！
2,"best fitness game,i like the laser one"
0,痴線遊戲
2,讚
2,有運動
2,好玩手機
2,What an unprecedented app. Amazing work!
2,非常好玩
2,好玩 
2,好玩
2,好棒
1,"I am playing Active Arcade on my Google Pixel 3XL, BUT it often overheats and crashes.  "
2,Good
0,Why the score I get is in my mobile phone is lower than others device about 50%?? make no sence.
2,Nice action app!!
2,不錯玩
0,爛
2,讚
0,"Help, my account is banned"
2,Nice app. It is fun
0,Why I cannot play sparepong？ 
2,无许付费
0,G CNN HD click
0,下載唔到
2,非常好玩！！！
2,很棒
2,動起來
2,好玩讚
2,我喜歡
2,難玩
2,very good
2,有玩過
2,OK jump and run
2,好玩極了
0,沒PC的
0,不好玩
2,很好玩
0,爛遊戲
2,好玩
2,好玩
2,Good
2,好玩
0,好玩
2,这是很容易上瘾的。这是一个有趣的，相当创新和令人兴奋的在线游戏。它娱乐了我几个小时! 而且每次你赢的时候他们都会给真正的奖品，是不是很神奇???迫不及待地想收到我的奖品!!!
0,有兩個帳號，都是同一日(26/3)申請寄送的，有一帳號27號已寄出(今日已收到貨)，另一帳號的卻遲遲不寄！而且問了好幾次都只會不斷用藉口拖延！ 要不斷催促才承諾30號會寄出，但到了30號晚也沒有更新shipping states！毫不守信！ 而且，收到的貨中，有盒figure因此公司沒有用泡泡紙等保護物包裝好，導致外盒模型有損壞！他們竟然推卸責任到郵局運輸上，並叫我自行聯絡郵局，而並沒打算負責任！但明明是因為他們沒有包裝好才導致這樣的結果！
2,非常好夹也可以甩爪很刺激的游戏，奖品的种类很多，有日本的电器产品。发货很快，会放很多泡沫纸保护奖品，可以放心奖品不会有破损。非常推荐的一个游戏app。不确定适不适合其他人玩，但我确实玩到上瘾了！
0,感覺無語，畫面全都是卡的，玩著玩著APP自己退出了，我登出了APP後想在登入就說我沒這個賬戶，要我這麼麻煩再註冊一個賬戶這個那麼大的系統故障這我就算了，它還發了個信息告訴我已經有很多賬戶了要我馬上刪除這個賬戶，真的無語誒。要不是一定要給一個星的話說真的我真想給0個星。
2,这游戏非常好玩，可以看别人夹娃娃，自己也可以跟朋友pk。花一点点钱就可以夹到很多日本来的东西，最近又不能出国，只能在家休息玩娃娃机拿奖品。他比外面的娃娃机好夹，甩爪很好控制，而且越玩越刺激。他们的客服态度也很好，reply和解决问题也很快，有问题他们也会给补偿，很值得推荐的游戏。
2,我喜欢它。这款应用很不错，很好玩。 我可以每天都玩一整天而不觉得无聊，也很喜欢真正的动漫奖品
2,那时候手机的system出问题造成我损失，然后就先contact customer service，他们处理事情很好，很快reply我。我还收到補償。我过后有中过一次奖，是拿到dragon ball，很期待下一次会拿到什么东西哈哈
2,我平時好少會比好評，因為好懶得打字，但係呢個遊戲真係令我想留言稱讚，UI設計人性化之外選擇都好多元化，除左公仔都有零食夾
2,本身擔心因新冠肺炎關係貨物能否送到，但結果都能很快收到。運費收費其實我覺得也合理，我其中一份頗重的獎品日本EMS寄到香港的價錢已經多於我買的運費了。
2,好游戏。我对这个游戏上瘾了。这是一个非常有趣的游戏，真的很容易玩。我很喜欢从中赢得的绒毛玩具<3。
2,還可以可以有很多免費夾公仔機 但是如果練習的有些是三爪不是全部兩爪的話更加好
2,好多朋友叫我一齊玩，所以就down黎試下，又幾好玩同埋幾易夾，宜定download好似就送免運券同免費夾券，可以down黎試下水温先
2,玩起來很不錯 但是少了中文 希望這款遊戲可以加上中文比較好操作
0,呃…如果你不想花錢基本上是拿來給你練遠端夾娃娃的 因為體力夾到的還是要付錢(還不少錢）才會給你 非體力的我不知道是不是這樣啦 反正不想花錢的就當作練習ㄅ 夾了也沒用
2,好好玩呀，五星好評！因為我好中意夾公仔同時又好唔中意出門，夏天咁熱冇啦野搞真係唔係好想出門，點知原來有app可以比我喺屋企夾公仔，好正！
2,唔知幾時先可以去得返旅行 日日行donki都抵唔到我鋪日本癮，但係玩夾公仔機好似都可以暫時止下痕，可能因為都幾有挑戰性
0,"大家千萬不要入喱個JCM夾娃娃~根本就係呃人!用free play赢左禮物,有埋video history證明已get prize,但係won list無show~之後問佢點解會咁,佢就話我用兩個account玩~我頂佢呀!唔想送禮物出去咪講囉!仲要屈人!好仆街!大家千祈唔好受騙!而且客服態度極之惡劣!!!"
2,可以fing夾嘅手機夾公仔機！第一次見，仲要係真係可以夾到公仔嘅online夾公仔game，我真係大鄉里，竟然宜家先知呢個game
2,洗左唔夠100蚊夾到4隻，可能我都算唔係好勁嗰種，但係我都可以喺呢個game夾到公仔，證明佢幾咁平同埋簡單，快啲down黎玩下啦，有好多日本公仔同埋零食
2,岩曬小資族嘅夾公仔game，因為用真嘅機台夾公仔又貴又好容易夾唔中，所以我就down左手機夾公仔game練習下，又平又抵玩
0,入去遊戲都入唔到呀！你個死垃圾。 咩夾公仔你呢啲死垃圾。
2,送貨好快，唔明點解有疫情都可以送得咁快 成日以為要喺日本寄過黎都要好耐，但睇落呢個game夾到嘅公仔都係現貨
2,好想去日本旅行，但係因為疫情唔可以去，唯有喺屋企玩夾公仔game啦，唔洗出門都可以夾到日本公仔同埋零食，價錢都唔算好貴
2,今年冇動漫節就唯有玩呢個啦，夾下日本公仔同埋零食過下手癮，都有唔少動漫嘅週邊可以夾，我夾左幾隻排球少年嘅公仔同埋鎖匙扣，好開心，因為好平。
2,啱啱down會送免費券，夾到公仔之後就可以運過黎，由日本寄到香港郵費都唔算貴，我收左七隻大概兩百蚊，平過我喺出面夾好多好多倍
0,靠夭，全都是英文是怎麼進去啦！
0,請問商品要怎麼寄台灣? 全部都是英文可以改點中文版的嗎？
2,可不可以用中文，都是英文
2,好多日系公仔，但都有其他系列嘅公仔同埋零食之類，而家好似有免運活動，唔知點用可以問下CS，我夾左5隻公仔，3包零食，三日到貨
2,掛住日本但冇得去旅行，咁唯有玩下日本game啦，可以夾下日本嘅零食同埋公仔，如果中章睇動漫，佢都有唔少動漫嘅公仔可以夾
0,貼錢買難受，好差既客服，唔會再玩
1,問一下剛玩為何東西夾到了也有歷史紀錄但為何到要寄的物品欄看卻說沒東西
0,"完全不知如何玩的負分遊戲,給一粒星也多了,要扣星啊   "
2,不错玩，玩的时候不会卡
2,中意日本公仔嘅人一定會好enjoy呢個game，因為係有勁多日本公仔，除左公仔仲有吊飾，同埋日本小食之類嘅野可以夾，哈日族唔好錯過
2,中意日本公仔嘅人一定會好enjoy呢個game，因為係有勁多日本公仔，除左公仔仲有吊飾，同埋日本小食之類嘅野可以夾，哈日族唔好錯過
0,好坑……新手還是不要課比較好
2,"好好玩,日本人的遊戲就是強"
0,好玩好玩這是個好玩的糞遊戲
2,阿哥叫我一齊玩，我心諗我又唔睇動漫有咩好夾，但原來除左日本公仔之外，仲有日本零食同迪士尼公仔，又平又好夾 仲可以同frd一齊夾運費，其實唔會貴過出面夾
0,明明夾到佢話我嘅唔到。。。
0,為什麼0kp的都是一片黑摒？有150kp就有畫面，搞笑嗎？靠，給我改過來！
0,爪子根本無力 物品連動都不動
0,免費體力抓1件公仔商品得到要2450KP相當於700台幣~
0,我夾到一半生命就沒了生命能夠把生命取消掉
0,有中文版的嗎？
2,很棒♡⃛◟( ˊ̱˂˃ˋ̱ )◞⸜₍ ˍ́˱˲ˍ̀ ₎⸝◟( ˊ̱˂˃ˋ̱ )◞♡⃛
0,"千萬別下載, 騙人軟件"
0,我要免費，但你沒有
0,沒有中文？？？
0,強烈推薦你們別在洗評分了有夠假
0,一大堆假評 fake reviews
0,只要怎麼用啊
0,忽略台灣 去死
2,"I like it ,easy and staff is very helpful !"
0,太卡了
2,很好玩
0,It cannot change the country! I think you should give a one chance to change the country before submit the order!!! Thats too strict for the country and you blocked my acoount!!!
0,愛騙
1,沒中文
0,有夠當
0,垃圾、
0,super lag how to play
2,非常棒
0,額不是 阿臺灣勒...怎麼沒有Taiwan????==
0,爛到爆
0,課金遊戲
0,全英文
0,太棒了
0,嫩4
2,Jjyg7 
0,我做一個動作，他也不給分，我就已經做得很標準了，他也看不到，一定要好好改進！！！！！！
2,根本就不卡，說卡的自己換手機好嗎 說感應不到的也是自己的問題 ★學校要交作業的教學在這裡★ 1.要距離兩公尺以上，請看英文說明 2.要站夠遠，具體要多遠，遠到腳可以入整個螢幕在藍色的預備小人裡 3.手機不要放太高，放在小板凳上就好，太高很難照到腳 4.可以站更遠，站越遠動作不用太大，不用跳太高，就能在遊戲得分範圍內
0,鏡頭捕捉到的速度根本就跟不上 而且反應還非常慢，如果不是超大的鏡面根本就不能玩，根本就是這款程式的設計有問題
2,有時後有成功感應到，還不錯玩，但是有時候又沒有感應到 ，畫面呈現play 然後就沒有動靜了？謝謝
0,感應超爛讓我站在那邊站超久就是偵測不到還有體育老師出這個當作業算期末成績。啊疫情就不能出門家裡空間根本就不夠做這個真的可以暫時下架等疫情過後再重新出來不要害我的成績體育不及格被當很麻煩
2,好玩，很有趣。 雖然鏡頭反應慢半拍，但還是可以玩的很開心的而且玩兩到四關就已經累得半死，很有用。(><) :D
0,這東西根本感應不到，同一個關卡跳了好幾次，它就是不讓我通過，老師們硬要用這個，我認為可以直接下架了！ 如果可以我想打0顆星…
0,有夠爛爛到極點，要不是老師叫我們下載，我才懶的用，會覺得很想發飆，明明是程式問題，卻會怪到手機，明明跳起來他卻往下，搞屁啊，就是不想讓你闖下一關，煩死了，玩到11級就快瘋了      
0,爛死了，卡爆，同一個關卡要做很多遍！！不知道5星的到底發生什麼，玩了一下午，只破了兩關？是怎樣？嫌我時間太多？要不是上課要用，我絕對不會下載！！
0,手機已經剛換新旗艦機，但這個遊戲的感應真的很差，已經依照指示站超過兩公尺還是不太偵測得到動作，覺得失望
0,如果可以的話希望可以自行調整判定，因為想帶老人家一起玩，可以接受判定很差但大部分都能過的情況，但是判定很差以至於大部分都不能過的情況我覺得可能很打擊自信
0,掃描不到我的動作，一直要我站著，遊戲也不開始，等到都沒出汗了... 但遊戲的發想很棒！！動作判斷要在敏感一些
0,爛到爆，可以從Play商店消失了。一堆動作感應不到，學校還用這當作作業，拿我的成績開玩笑，爛爛爛爛爛爛爛。。。。。。。。。。。。
0,我的手機是sony xzp，按Start後螢幕一片be漆黑，完全不能玩！重新下載最新版本，一樣一片黑，只看見右上多一個×，完全不能玩
0,爛死了，如果不是要交學校作業，才不會下載，游標有夠當，是要玩毛，做到缺氧，這東西該下架囉，做了根本浪費體力，還項目第1名勒，笑爛
2,"很好玩,不過有幾題蠻不合理的,也有時感應不佳期待更加改進！"
0,爛程式，為了交作業，跳到快累死，腳快廢掉，跳了又不給你算跳，沒成功又要重來，負99999999999999星，
0,反應遲鈍，明明就穿過去了，還不給破，一直動原點還在剛剛的地方，爛東西，拿回去再修啦！
0,遊玩最新關卡時會直接停在開始畫面，換關卡時又可以繼續遊玩，這浪費我很多時間
0,爛東西，我都做出動作了還不給我顯示，每個動作都慢半拍然後時間就到了是怎樣==
0,爛透了 根本感應不到 我真的很認真在跳 但跳了好多次他還是不給過 到底是什麼鬼東西....
2,明明就非常的好用是妳自己的手機當機不然我自已想下載我覺得很好玩啊又不會當機在罵就自己做一個健身軟體啊!!!不是很會。奇怪
0,爛死了 感應爛爆 為了錄全身還要站超遠根本看不到螢幕 背景亂一點就感應不到 欺負沒有乾淨牆壁的家庭 為了上課腳都磨破了還是沒有感應 要不是為了交作業林北直接刪掉 爛程式
0,真的很扯 錄影明明錄到過了 結果還不消失 真的不是我想說 可不可以提供優質一點的程式 我為了上課下載了這個 但我沒辦法交功課呢
0,爛死了超級卡而且很難控制，一個關卡要做好幾次要不是老師出的功課我才不會下載我覺得要下架
2,選一個稍微寬敞的地方，可以在遊戲中活動身體，保證流汗！
2,整個遊戲都很好玩，尤其喜歡UFO這個 （有些英文看不懂，希望可以有中文版的^_^
0,不要下載，感應有夠爛，明明有跳卻感應不到，只會累死自己而已。
0,難玩死了感應有問題很常讀不到動作跟本不會是手機問題不然就是明明沒動結果自己往上跑完全傻眼不值得下載
1,才玩兩次就當掉了，還害我手機相機不能用，即使刪了也一樣超恐怖
0,搞半天，一進到play 就當掉，試幾次都一樣！
0,爛死了，常常卡還有奇妙的偵測什麼時候你可以下架啊啊啊啊！
2,防疫在家小孩玩的好瘋狂但是可以修改語言嗎？因為都英文看不懂
0,最好每個家庭都很富有可以一直換手機，不是因為上課需要我到底幹嘛要下載他，就真的卡我有辦法嗎???
2,目前不錯，蠻累的，如何解鎖到下一level不是很清楚
0,超爛根本偵測不到我有在動 可以敏感一點嗎系統 為了功課我都跑到快累死了你還是不給我過第一關
2,的有運動到!哈哈~但是介面能夠做的更精美，而且有中文的話我會評5星
0,就是它偵測很爛在play 那邊就不行了，試了好幾次都是這樣
0,非常卡，跳的時候感應不到，又沒有讀秒器
